"title","username","date","stars","content"
"The Godfather Part II","0U","23 February 2020",NA,"""The Godfather: Part II"" is a very suspenseful drama with a very exciting story, with great acting and great special effects. I would definitely recommend you watch this movie...but first watch the original classic from 1972 ""The Godfather"" . The movie may not be as good as the first movie but is still an amazing sequel."
"The Godfather Part II","jzappa","22 February 2009",NA,"Nino Rota's musical score plays an even greater role in this equal but different successor than it did in the predecessor. Yearning, lamenting, stimulating bygone ages, see how infectiously Nino Rota's music affects our sentiments for the savage events on screen. It is the pulse of the films. One cannot imagine them without their Nino Rota music. Against all our realistic deduction, it guides us to how to feel about the films, and condition us to understand the characters within their own world. Throughout the Corleone family's many criminal actions, we understand that one doesn't have to be a monster in order to live with having done them.In what is both a dual expansion of its predecessor and a masterpiece of juxtaposition in itself, we see Michael Corleone forfeit his remaining shreds of morality and become an empty shell, insecure and merciless. As his father quietly knew in his latter days would be so, Michael has lost sight of those values that made Don Corleone better than he had to be and has become a new godfather every bit as evil as he has to be. The score, with its tonal harmony, its honeyed and emotional aesthetics, is sad, and music can often evoke emotion more surely and subtly than story. Consider several operas with ridiculous stories and lyrics yet contain arias that literally move us to tears.The devolution of Michael Corleone is adjacent with flashbacks to the youth and young manhood of his father, Vito, played with paternal, home-loving subtlety by Robert De Niro. These scenes, in Sicily and old New York at the turn of the century, follow the conventional pattern of a young man on the rise and show the Mafia code being burned into the Corleone blood. No false romanticism conceals the necessity of murder to do business. We don't look at Vito as a victim of his environment, but a product of the depiction of the resorts to which the Italian culture had turned, initially to both protect their homeland and protect their livelihood as immigrants who came to America to be paid less than the blacks.The film opens in 1901 Corleone, Sicily, at the funeral procession for young Vito's father, who had been killed by the local Mafia chieftain, Don Ciccio, over an insult. During the procession, Vito's older brother is also murdered because he swore to avenge his father. Vito's mother goes to Ciccio to beg for the life of young Vito. When he refuses, she sacrifices herself to allow Vito to escape. They scour the town for him, warning the sleeping townsfolk against harboring the boy. With the aid of a few of the townspeople, Vito finds his way by ship to Ellis Island, where an immigration agent, mishearing Vito's hometown of Corleone as his name, registers him as Vito Corleone. From this very opening, and the events that gradually follow, we see that Vito's damnable early experiences have enhanced his sense of family, and his experience of revenge as a necessity was passed on to Vito's sons.The life of young Vito helps to explain the forming of the adult Don Corleone. As his unplanned successor Michael, his youngest child, transforms, we hark back to why, when his true desire is to make the Corleone family completely legitimate, he feels that he must play the game by its old rules. His wife says, ""You once told me: 'In five years, the Corleone family will be completely legitimate.' That was seven years ago."" What we have are two all-too-real narratives, two superb lead performances and lasting images. There is even a parallel between two elderly dons: Revenge must be had.I admire the way Coppola and Puzo require us to think along with Michael as he feels out fragile deliberations involving Miami boss Hyman Roth, his older brother Fredo, and the death of Sonny in the previous film. Who is against him? Why? Michael drifts several explanations past several key players, misleading them all, or nearly. It's like a game of blindfolded chess. He has to envision the moves without seeing them. Coppola shows Michael breaking under the burden. We recall that he was a war hero, a successful college student, forging an honest life. Ultimately Michael has no one by whom to swear but his aging mother. Michael's desolation in that scene of dialogue informs the film's closing shot.So this six-time Oscar-winning three-and-a-half-hour gangster epic is ultimately a dreary experience, a mourning for what could've been. It is a contrast with the earlier film, in which Don Corleone is seen defending old values against modern hungers. Young Vito was a murderer, too, as we more fully understand in the Sicily and New York scenes of Part II. But he was wise and diplomatic. Murder was personal. As Hyman Roth says, ""It had nothing to do with business."" The crucial difference between the father and son is that Vito is cognizant of and comprehending the needs, feelings, problems, and views of others, and Michael grows in the very opposite direction. Whereas the first movie was a taut ensemble piece, this second part is a more leisurely film that closely studies only these two characters, neither of whom share scenes with each other. Everyone else is periphery.It must be seen as a piece with the consummate mastership of The Godfather. When the characters in a film truly take on a simulated environmental existence for us, it becomes a film that everyone who cherishes movies to any extent should see at least once."
"The Godfather Part II","umunir-36959","9 August 2019",NA,"One of the all time greats. Or probably the alone greatest thing ever made in the history of cinematography. This movie is both ""prequel"" and ""sequel"" of the first godfather movie. I have never watched anything like this in my entire life. This movie has explained the life of underworld people in a great way. It also shows how vengeance eradicates happiness from your life. People don't even care about their family in greed of power. It's a masterpiece that can never be written off even after centuries. Even if you are not into these kind of movies, I will suggest to watch it for atleast once in your life or you'll be deprived of one of the greatest things to watch that have been ever made."
"The Godfather Part II","AgustinCesaratti","6 October 2019",NA,"To say that this film is a sequel is a sin.
Al Pacino and Robert de Niro win the Oscar for this film, Robert de Niro's performance as Vito Corleone is perfect, every scene in which this one is perfect. Al Pacino as always perfect and unlike the first film, he is much better.PROS:EVERYTHING. The script, the direction, the cast, the performance, everything in this film is perfect and its 3 hours are worth it.CONS:NOTHING. This movie is perfect."
"The Godfather Part II","mentalcritic","8 May 2005",NA,"The Godfather, Part II is one of the most revered sequels of all time, if not the most. While I prefer the original for a few reasons, this sequel is not without more than its fair share of merits. However, it also has one or two flaws that, if I am going to be fair, I have to mention. Since they will take up the least amount of space in my comments, I'll get them out of the way first. The first flaw, in my opinion, is a jumping sense of focus. As the story goes from one part of America to Cuba to Sicily to another part of America, one can get a little giddy with the to and fro. The other problem is that when the screenplay doesn't follow Mario Puzo's original writings, it doesn't quite work. The big conspiracy with a Jewish smuggler and unnamed Italian rivals in the New York or Nevada underworlds doesn't quite seem to gel. Both stories, the historical story of Vito Corleone and the present-day story of Michael's decline, really needed three hours of their own. It is interesting to note that of all the deleted footage that went into the Godfather Legacy miniseries, the majority came from this film.The acting from all concerned is top-notch, especially from Al Pacino, who sells himself beautifully as the dangerous head of a mafia family in spite of needing to be on platforms to appear at the same height as many of his castmates. Robert Duvall gives a workman-like performance, but he has little to do here other than act out the part of the ever-loyal brother. I think the fact that he was almost irrelevant to the storyline here has a lot to do with Duvall's refusal to join the cast of the third film. The real surprise here is John Cazale, who fleshes out Fredo Corleone far beyond anything in either the first film or the novel. It is unsurprising that all of the films Cazale has been in have been nominated for Best Picture. He portrays the rejected brother who just wants what he feels is his fair share with an uncanny grace. But these are just the highlights. The entire cast give top-notch performances, even the extras who appear for less than ten seconds.The best thing about a Godfather film is how it builds a simple story of a family who, whether they wanted it or not, happen to be in the business of organised crime. The bloodshed of this film, much as was the case in the original, is secondary to the simple premise that these are ordinary people in an extraordinary position. Francis Ford Coppola has previously stated that he saw The Godfather as a (relatively) modern King Lear, and that style is kept up in the sequel. Michael is in essence the new King of the realm, but he learns the hard way that the more he tries to tighten his grip upon what is his, or what is loyal to him, the more it slips away. This is the film in which we learn why this is not what Vito Corleone wanted for his youngest son. Sadly, fate has a way of getting in the path of our best intentions, and nowhere is this more evident than in Diane Keaton's dialogue. Some of her speech to Al Pacino really sounds like it was either written at the last moment, or by someone who didn't have a whole lot of experience in writing films.Like the other Godfather films, the most satisfying moments are when the opponents of the Corleone family get their hash settled in a big way. The montage shown in Part II is not as graphic as that of the original, but it brings the whole thing to a satisfying climax. Lee Strasberg's speech to the press after his character being deported from Israel is priceless, as is the manner in which it ends. Unfortunately, the etiquette that dictates I cannot reveal what happens at the end of the film means I cannot tell you anything about the most satisfying death in the film. Being one of the most debated and criticised scenes among Godfather fans, I am fairly certain that anyone with an interest in the film is going to hear about it elsewhere anyway. In spite of the fact that it, and the necessary lead-up, takes up most of the second half of Michael's plot segment, it will leave many a viewer stunned. But that is one of the things that detracts slightly from this cinematic tour de force. With the screen time so sharply divided between two stories, sometimes the linking between plot points seems to fall by the wayside.I gave The Godfather, Part II a nine out of ten. In contrast to the original, I noticed the passage of time on a few occasions in its two hundred minutes. Still, if you're out to see a good drama, and you've already enjoyed the first Godfather, then this is worth a couple of viewings. If every director adaptating the writings of others into a film format took as much care as Francis Ford Coppola had here, then the world would be a better place."
"The Godfather Part II","Sleepin_Dragon","24 June 2023",NA,"The Godfather saga continues, telling The story of Vito, his childhood and journey to America, and the story of hia son Michael, who would become a immensely powerful criminal in the 1950's.When someone tells you that sequels are never as good as the originals, give them this name, you can make a very strong case. I'd have to put this on par with the original, quite simply put, it's one of the greatest films ever made.There isn't a single wasted frame, every decadent scene matters, every action has consequences, every twist, every turn, every moment, will have you captivated.The original was a mammoth success, so commercially it was the right thing to do, but at no point does this film feel like a hollow, money making exercise, it merely serves to build on the brilliance of the first, serving as both a prequel and sequel.Director Francis Ford Coppola truly delivers in every single front, the story is magnificent, but the way the two elements are clearly woven together, effortlessly, the viewer never struggles to keep up.The visuals are sensational, it is one of the best looking films ever made, there's a huge cast, with a massive number of extras, cars, fashions and sets look tremendous.De Niro was superb, Al Pacino's performance is arguably one of the greatest of all time, it's easy to see why for many he is one of the best ever.What I wouldn't give for a solid gold telephone.One of the best films ever made, I can only imagine how many great movies were influenced by this masterpiece.10/10."
"The Godfather Part II","OriginalMovieBuff21","12 September 2004",NA,"After seeing The Godfather and improving it as one of my favorite films, I wanted to get more into The Godfather so I rented this. Words can't describe how great this sequel was. The acting once again was amazing and the story and how the movie went on just never got me bored. Everything in this movie was clearly beautiful. The ending by far was my favorite when there all sitting at the table talking. There were so many great scenes like Vito when he was younger, Fredo at the lake, and many many more. You have to see this movie because it's just brilliant filmaking. It's not better than it's first film but still an extremely worth sequel.10/10"
"The Godfather Part II","Sylviastel","14 October 2002",NA,"The Godfather Part II has excellent writing, plotting, editing is even brilliant, acting, and overall quality to watch over again and again. You can never get sick of watching this film. I miss John Cazale. He was truly a gifted actor and I miss him. He played my favorite Corleone brother. Sure Alfredo was never brilliant or vicious but he was sweet, gentle, and warm most of the time. He had a conscience and I despise Michael for killing his own brother. I think he killed him out of jealousy. Alfredo spent more time with Michael's son, Anthony, than he did and he resented him for it. Alfredo could have been spared. Four years after Godfather Part II, John Cazale died of cancer after filming the Deer Hunter. He never won an Oscar or made too many films but he made every role memorable. Rest in Peace, John. I miss you."
"The Godfather Part II","galileo3","31 December 2005",NA,"The Godfather Part II (1974)Number 1 - 1974Top 3 - 1970s""My father taught me many things. Keep your friends close but keep your enemies closer""""The Godfather Part II is truly a masterpiece. Timeless, Classic, Beautiful and endlessly watchable""The second part of Francis Ford Coppola's Epic and violent Gangster Trilogy, follows the reign of Don Michael Corleone as the head of the Corleone family. As well the film shows us the early years of Vito Corleone (Marlon Brando) played flawlessly by Academy Award Winner Robert De Niro, and how he created his empire of money, gambling and respect. Beautifully directed by Francis Ford Coppola, Godfather Part II exceeds every expectation with outstanding performances from Academy Award winners Al Pacino,Diane Keaton, Robert Duvall and Robert De Niro. The second part of this unforgettable trilogy is one of the finest films ever made. This is cinematic art. A treasure of film history. The finest sequel ever made. A faultless, flawless gripping drama; Coppola's second part of his crime saga is in my opinion one of the top 5 films of all time and perhaps towering over the first part. ""As close to perfection as movies get""""Pacino at his best""-10/10-"
"The Godfather Part II","taimur74","9 May 2001",NA,"This movie is way to be good to be labelled a sequel to The Godfather . Rather it is more of a companion piece to the original and the two perfectly compliment each other . IT is both a sequel and prequel showing the rise of the young vito and moral decline of Micheal . Both characters are brought to life with uncanny ability by Robert  DeNiro and Al Pacino . To say that these two are good actors is like saying that a nuclear bomb makes a loud noise and in this movie they prove why they are at the top of their respective crafts .Al Pacino is the standout in the ensemble cast and its amazing how his eyes have changed from the first part . They are now cold , ruthless and unemotional and betray the price which Micheal Corleone has paid for power .Watch this movie and learn why it is the greatest gangster film of all time."
"The Godfather Part II","Movie-ManDan","4 December 2014",NA,"The Godfather Part II is said by many to be the best sequel ever. I personally think that is arguable, since it arguably surpasses its proceeder and checking out the Lord of the Rings sequels and the Empire Strikes Back. Say this is the best sequel ever and I will not disagree. Say this is better than the first and I will agree. Honestly, I keep changing my mind about which instalment is better every time I watch them. This last time I watched them, the first one seemed better to me. The time before, this one was the superior picture. I don't care which is better, as long as I have 200 minutes of no interruptions while watching this.With the success of The Godfather in 1972, it was only natural for there to be a sequel. The Godfather Part II acts as both a sequel and a prequel, with the sequel being written by Coppola and Puzo and the prequel being taken from the novel. When Pacino broke out in the first movie, he topped it one year later with Serpico. His performance in this tops Serpico and everything else he's ever done. Unfortunately, he lost his sure Oscar win to Art Carney. Yes, Carney was worthy, but put him in the same category as Al Pacino for perhaps the best role ever and he becomes very unworthy. The people at the Academy probably thought Pacino would just get better and they could give him an award later. That would not come until 1993 when he won for a role in Scent of a Woman that was inferior to all that he did in the 70s. At least the Academy got the Best Picture win right. That was a given. Pacino's rival/friend/co- star, Robert De Niro took home the win for Best Supporting Actor, beating out their acting teacher, Lee Strasberg. De Niro became the first Oscar winner to not say a word of English. I don't know what it was about his portrayal, but there was some sort of magic contained with utter brilliance. Strasberg and Michael Gazzo where also fantastic, but both did not possess an unknown magic that few can bring to the table.The prequel follows a child Vito Corleone who's family is poor. He witnesses his family begin murdered by Corleone's most powerful mob boss. He heads to America and grows up on the streets there too. Years later, an adult Vito (De Niro) rises to the top of New York's underworld and is determined to avenge his family's death. Revenge stories like this have been done to death, but almost none have been executed this good. The sequel takes place a few years after the first with Michael (Pacino) as the Don. After he successfully dodges an assassination attempt, ordered by Hyman Roth (Strasberg), Michael's fears about loyalty, betrayal and murder lead him to a severe paranoid state making him a deadly madman.If there was one flaw this had, it would be that the antagonist in the sequel isn't much of a threat; we know Michael can destroy him and all he has. One reason the first one worked so well was because the family was losing and audience did not know how the family would regain power. That masterstroke isn't quite achieved in this. So maybe the first one is better.Both stories are less complex than the original, but both together make one hefty team. Al Pacino outdoes Marlon Brando and himself in one of the top five greatest roles of the screen. He leads an all-star cast in what is arguably better acting than the first. With most of this being arguably better than the first, Coppola's direction surpasses the first. The cinematography, sets and camera tricks beat out all the first had, which were great.4/4"
"The Godfather Part II","alexkolokotronis","30 June 2008",NA,"To me and probably to many other people The Godfather Part II is more of a continuation than sequel to The Godfather. Just look at the IMDb rating and you'll see I'm not the only one who feels this way. To me it as good as the first.The acting may have been better than the acting in the original. Robert De Niro gave a perfect subtle performance as Vito Corleone. His portrayal was powerful and breathtaking. When I think De Niro I definitely do not think subtle and smooth but that is exactly what he was in here. It is definitely one of his top three performances in his career. The depth in his portrayal was able to justify the Vito Corleone that Marlon Brando portrayed in the first. Al Pacino gave a very strong performance playing Michael Corleone. In here we get to see more of the tough decisions that have to be made and the consequences of certain actions. Al Pacino perfectly displayed the amount of thought and struggle that goes into and comes out of every action you make; the way it affects relationships, family, power and influence. Diane Keaton was not really given a lot of room to act in the first but in here she is very good. She did not play the stereotypical wife who always stands behind her husband but rather the woman with a mind of her own who is willing to go after what she feels she deserves. Robert Duvall again to me was the glue to the movie. Just having him in there kind of makes you feel safe. John Cazale also had more of an impact in here than in the first playing the half-witted brother always needing to be bailed out. A lot of these characters sound so familiar and stereotypical but in The Godfather Part II every character is played out with such extraordinary depth. Everyone from Talia Shire who gave a fine performance to Lee Strasberg all the way down to the kid who played young Vito Corleone were perfect. Part II seems to me to be more of a character study than the original.The directing once again is perfect. Francis Ford Coppola know or at least knew how to make a movie. The first to Godfather movie are done so precisely and perfectly that nothing really sticks out because they are so perfect throughout. Coppola just lets his actors play everything out as he should with type of cast he has here. Not to many movies can maintain such a consistent flow over 3 hours let alone even an hour and 45 minutes.The writing may not have been quite as good as the first in terms of quoting but the storyline was perfect. Seeing the decisions made by new mob boss Michael Corleone was common sense but flashing back on Vito Corleone's life was genius. The storyline to me could not have been better and Coppola and Puzo do a great job with it all the way.Like the first the cinematography was amazing but it had a slightly different tone to it. The first had more of a majestic, mythical look to it. In Part II you feel the modern times creeping in and the Corleones having to adjust to it. Part II has more of a corrupt and evil twist to it but I guess the end signifies that. The music obviously the same as the first was perfect and just fit so greatly with the rest of the movie.The first to movies of The Godfather series are really like the same movie. They are not the same though, they are actually very different but the greatness of them both and the continuation of the storyline from the first to the second really create a strong band between each other. To me it is only a sequel in that it was the second movie of a great series. No let downs, no disappointments just a continuation of of the greatness from the first one."
"The Godfather Part II","JoshtheGiant","15 October 2005",NA,"The Godfather Part Two is possibly the best film ever made, every part of this film is amazing, it is even better than the original, I was very surprised by this. The story is amazing, everything makes perfect sense. The Oscar winning screenplay is amazing, the dialogue is some of the most original, and realistic ever putt on screen, the characters are flawless, and it's in every way perfectly written. The acting is just as fantastic, I can't believe Al Pacino lost the Oscar, and for once Robert De Niro was even better, he was truly amazing, and interestingly he fails to say a single word in English. The direction is also amazing, Francis Ford Coppola even does a better job than he did in The Godfather, and Apocalypse Now. The visual effects are so much better than the amazing one's in the original Godfather. One of the best films ever, a must see. Flawless."
"The Godfather Part II","planktonrules","30 March 2013",NA,"""The Godfather: Part II"" is seen, by many, as the greatest sequel in movie history and one of the best films of all time. Some even think it's better than ""The Godfather"". As for me, who am I to argue?! The film IS great--and deserved the Best Picture Award and its placement at #3 on IMDb's Top 100 list! And, since there are over 500 reviews for it on the site, I can't think of why I am even bothering to review it. After all, what's one more review that sings its praises?! The acting, writing, direction and entire production is perfect. What more can you say? If you do see the film (and you MUST), try to watch the version that combines the first two films into one--and adds additional story to make it one huge and perfect epic. You simply can't be a film buff without seeing this picture."
"The Godfather Part II","BrandtSponseller","10 May 2005",NA,"Series note: It is almost unthinkable to watch this film without having seen The Godfather (1972) first. This is a direct continuation of that story.The good news is that The Godfather Part II has many amazing qualities, including fantastic performances from a superb cast, sublime, unprecedented visuals that no one else has been able to capture since, and very engaging stories. The bad news is that this should have easily been a 10, but overall, it is so sprawling and unfocused that I can't possibly give it more than a 9, which it only earns because the assets transcend what's basically a mess overall. Because it should have been a 10, and most other reviews will tell you about the positive points at length, I may pick on more things in my review than you would think I would for a 9, but rest assured that even with the flaws, The Godfather Part II is still essential viewing.Director/co-writer Francis Ford Coppola cleverly begins the film with parallels to The Godfather. We see Michael Corleone (Al Pacino) ""in the role"" of his father, Vito (Marlon Brando), from the first film, accepting prostrating guests while a party is going on outside. Like the first film, the party consumes a lot of time while we get to know some of the principal characters. Perhaps during this segment, perhaps a bit after, we realize that maybe the beginning wasn't so clever after all, because the structure of The Godfather Part II parallels The Godfather from a broad perspective, as if Coppola and co-writer Mario Puzo used the first film as something of a template to create this one.After the party is over, there is an attempted hit on Michael, and we quickly learn that not everything is rosy in the Corleone's mafia world. Michael believes that someone on the ""inside"" was involved with the hit. This launches a complicated sequence of events that has Michael, who is now living in Nevada, traveling to Miami, Cuba, New York, and so on. He accuses different people of involvement in the attempted hit depending on whom he is talking to. This may have all been part of a grand scheme to set up the responsible parties, but one of the flaws of the film is that Coppola doesn't convey Michael's underlying thoughts about this very well, not even later, and not through his actions. Rather than feeling like a clever set-up, it starts to feel like slightly muddled writing.During the middle section of the film, which goes on for hours, we also have a hint of a problem that plagued The Godfather--a bloated cast. There are bit too many characters who aren't well enough presented or explained. You may need to keep a scorecard.Coppola and Puzo also treat us to many extended ""flashback"" segments, and I mean way back, to Vito as a boy and young man, played by Robert De Niro. For my money, these were the best scenes of the film, although maybe that's a bit of my bias creeping in, as I'm a huge De Niro fan.But let's talk about the main plague of the film--sprawl. This is maybe first evident in the flashbacks. As good as they are, they go on far too long, and happen far too frequently, to sustain the momentum of either the Michael story or the Vito-as-a-youngster story. It begins to feel like we're toggling back and forth between two films, which is the track that should have been taken. The prequel, at least, would have been a solid 10.There's also a lot of sprawl in the Michael Corleone segments. Coppola appears to have been suffering from what I'd now call ""J.K. Rowling Syndrome"". That happens when an artist becomes successful enough that they can fire or ignore their editor(s). Instead of taking good advice about where to trim fat, the artist decides to just leave much of it in, and they now have the clout to override any dissenting and more sensible opinions. The Michael Corleone story has a lot of fat, including much of the Cuba material (for example, sitting around the table with the President, laboriously passing around a solid gold telephone), the Senate hearings (which go on far too long to make and provide the dramatic points), and so on.The film begins to feel more like a couple seasons of a television show that Coppola tried to cram into a 3 and a half hour film, or worse, a collection of deleted scenes. The scenes, except for the fat that needed to be trimmed, are excellent in isolation. But by the time the climax rolls around, the whole has more of an arbitrary feeling--this is especially clear in the dénouement, which seems to just end.I've barely left myself room to talk about the good points. The first one, which most people mention, is the acting. There isn't a bad performance in the film, but Pacino, De Niro, and some relatively minor characters, like those played by Diane Keaton, Talia Shire and John Cazale, really stand out.The second outstanding point, similar to the first film, is the beautiful visuals. Although all of the cinematography and production design is great, what really impressed me were some of the darkly lit scenes. Characters and features of sets emerge from pitch-blackness, and everything is rich, deep shades of burgundy, brown, and orange. Amazingly, nothing gets lost in these scenes. It must be incredibly difficult to achieve without making the shots too dark, because I can't remember another film since that has been able to capture the same look. The flashback scenes are also in similar, but lighter, colors, creating an appropriate sepia-tone feel.Although the broad perspective problems are unfortunate, a closer focus on most segments of the film provides exemplary artistry. Given that, and the film's importance culturally, The Godfather Part II is a must-see."
"The Godfather Part II","Quinoa1984","21 February 2000",NA,"The Godfather part 2 gets very close to the title for best sequel ever made, but not quite. Even so, I would rank this among the superior films to follow up on another and still be as strong and appealing and dramatically satisfying as the former. The structure of the film is also very important as it jumps back and forth between two stories of Corleone's without any disconnected feelings for the audience. Both could work as perfect single films on their own; together it's like a double album of the dark side of crime and the perilous nature of rising up in America as an immigrant. It's spectacular in many ways, masterpiece in fact, and has become as important as the first one (it is the only sequel to win an Oscar for best picture in those terms) and the acting all around is well-knit (even the pioneer himself Lee Strasberg is on hand as Roth), the score is possibly better in some ways to the first film, and most of the scene work is fantastic. One thing that attracted me to this film is also what I believe is one of the all-time great breakthrough performances in any film, as Robert De Niro as Vito Corleone has all of that confidence as an actor without channeling too much Brando. If there would be one reason to see the film and recommend it it would be because of him, as he gives one of his tour de force career turns in that streak of one after another in the 70s. Pacino is practically as good with enough lines that are realistically grounded but also highly quotable at times (the ""in my home"" bit is priceless). John Cazale, by the way, is also an element to make the film work as one of two performances that he'll be remembered for twenty years down the line (the other being Dog Day Afternoon). In short, it's just a very well done picture."
"The Godfather Part II","imseeg","7 April 2019",NA,"2 word advice: Watch it. Just watch it. Watch the restored 4K version if you can, the picture quality is breathtakingly gorgeous. This isnt a review by the way, it's just a long tribute to the brilliance of this work.For once a sequel is as powerful as the original. The Godfather part 2 is the proof. It is more elobarate, with a more detailed, complicated story, compared to the original. It has more character devellopment than part 1. Yet it definitely has a more saddening, melancholic mood as well. The original Godfather is like watching Spring, watching The Godfather part 2 however is like entering a never ending Winter. Part 2 is as powerful, as mesmirising and as brilliant as the original, but so saddening to watch. Sad, but beautiful.Director Francis Ford Coppola pulled of something no other director has ever achieved. He created 2 masterpieces of American cinema back to back, within 2 years. Coppola was a mad man in the seventies. Bordering on lunacy and also bordering on bankruptcy. Although one would think the enormous succes of the original Godfather made him a millionaire, he risked all his money for the sequel. That risk of investing all of his own money gave him a lot of creative control though, with consequentially terrific results.Just to mention one example in which director Coppola took risks no other director would dare take, I want to tell you about the Robert de Niro scenes shot in New York. The studio wanted to shoot these streetscenes on a cheaper indoor filmset, but director Coppola insisted he wanted to shoot on the streets of New York.This was not just a regular shoot, no way. Coppola cordoned off two entire city blocks for weeks on end. He redesigned the entire 2 blocks to make them look exactly like pre-war conditions. New Yorkers being New Yorkers were complaining about the inability to enter their own houses for weeks on end. The costs that cordoning off entire city blocks costed were skyrocketing. And for what purpose? Coppola wanted an authentic looking scene of merely a couple a minutes in which Robert de Niro would walk the streets of his neighbourhood.These scenes do look stunning, and because I know how many millions these few scenes have costed, I cant help but admire Coppola even more then I already did, for wanting to go to the limit in order to achieve ultimate credibility. And THAT is what the Godfather oozes in massive amounts: CREDIBILITY. Never before or after have life and love and the bonds of family been portrayed with such cinematic craftmanship and soul.Originally released in 1974. It was brilliant, mesmirising and taking my breath away back then. It still does, to this very day..."
"The Godfather Part II","Bill-247","6 December 1998",NA,"Francis Coppola and Mario Puzo continue their epic saga into the lives of the infamous Corleone family, which is headed by Michael Corleone (Al Pacino).  It is a film which does better than its predessor, ""The Godfather"".  The film flip-flops graciously and beautifully between Michael's struggle over the family business and the life of young Vito Corleone (Robert De Niro, in a brilliant, Oscar-winning performance) in his rise to power as well.  Robert Duvall, Diane Keaton, Lee Strassberg, and John Cazale give excellent supporting performances.  Carmine Coppola's and Nino Rota's score is a masterpiece of music.  The movie is expertly filmed and the cinematography is superb."
"The Godfather Part II","tomgillespie2002","5 February 2017",NA,"Of all the wonderful things that can be said about Francis Ford Coppola's American masterpiece The Godfather (1972), above all else the film is a masterclass in storytelling. It's essentially a classic, romantic story of family, loyalty and the passage of time, undercut with a dark, violent portrayal of what it takes to achieve the American dream. It told a detailed, complex, and often confusing story featuring a large ensemble of characters, but this only matched the complexity of what Coppola was trying to achieve. The director, adapting Mario Puzo's novel, famously had a torrid time at the hands of the producers, namely Robert Evans. Yet when the resulting three-hour epic became a box-office and award-season smash, Coppola would be given free reign if he was to helm a follow- up.The resulting three hour twenty minute sequel was the director grabbing his chance to have complete control and pouring all of his artistry into it. This wasn't to be another classical Hollywood tale, but one of corruption, greed and pure evil. I first saw The Godfather Part II around 20 years ago at the age of 12 when I was first allowed to start watching movies for grown-ups. Watching it now, having seen it a handful of times in between, it's a completely different movie to the one I remember. I remembered it as an ambitious gangster movie with quite shocking violence, chocked full of great performances by actors who are now giants in their field. What I see now is a sequel truly like no other. A movie that is somehow optimistic and pessimistic in equal measures; one that sees its lead lose his soul while his father gains his; and quite possibly one of the saddest movies ever made.At first, Part II mirrors the narrative of its predecessor, beginning with a grand wedding as the Don (now Al Pacino's Michael Corleone) makes his underlings sweat as they wait to greet the head of the 'family'. While the previous wedding was a joyous, boisterous occasion, this one is noticeably different. Of the family that remains - John Cazale's weak-willed Fredo; Talia Shire's gold- digging Connie - only the mother seems to be the same. The band doesn't even know any Italian songs. While Michael may have attempted to continue his father's legacy when he took over, the changing, capitalist world has driven him inward, isolating himself from everybody around him and drifting away from the Sicilian values of his father. He was once a proud war veteran with a bright future, but now he is solemn and aggressive, and becomes even more so when a hit on his home almost kills him and his wife Kay (Diane Keaton).His close brush with death only fuels his paranoia, and he must navigate perilous waters as he moves into business in Cuba with one his father's business associates Hyman Roth (Lee Strasberg), who also happens to be backing a couple of brothers moving into Corleone capo Frankie Pentangeli's (Michael V. Gazzo) territory. Michael suspects a betrayer within his own ranks, suspecting everyone including his own family. It almost seems like a deliberately confusing plot to take in alongside Michael's descent into pure evil, and it may all be too overwhelming had Coppola not chosen to juxtapose this story with one of optimism and nostalgia; that of the young Vito Corleone's escape from a mafia boss in Sicily and his eventual arrival in America. There is infinitely more colour and hope in these moments, and while these scenes may gloss over Vito's own violent journey, it seems like Coppola is making a point about where he feels his country was heading. Of course, these flashbacks are made even more welcome by the astonishing performance from a young Robert De Niro.The Godfather Part II currently sits in between The Godfather and The Dark Knight as #3 on IMDb's Top 250 list, and while I have little faith in the accuracy of a list that relies so heavily on popularity, it must be one of the most difficult and uncompromising movies in there. I'm actually pleasantly surprised that so many people love it, given the lack of flashy moments of violence the genre is so popular for. It's an experiment that could have gone so horribly wrong, and one that certainly wouldn't have been made outside of the innovative 1970s. Yet Coppola gets everything spectacularly right, from the inspirational casting of the Oscar- nominated Gazzo and Strasberg, to the chilling penultimate scene which sees James Caan's Sonny briefly return. In that final moment we realise that Michael has always been alone, destined to carve his own path, while forever gazing into the past to ponder what could have been."
"The Godfather Part II","auuwws","18 January 2021",NA,"The best sequel ever and one of the best films I have seen, a great story with great writing characters carefully written and masterfully illustrated by the actors. Robert De Niro embodies the ingenuity of Vito Corleone, Al Pacino played the role of Michael greatly and continued on the same level in the first film, the only negative that affected me the film was slightly less than the level of the first part is the length of the film was long and I felt some bored in some shots I am watching the film, the film is one of the 10 best films I have ever seen, and my rating for the film is 9.5 and I highly recommend watching it."
